Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Gabe Nabers (16006312),Gabe Nabers,16006312,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,1.87
RB,Royce Freeman (16006314),Royce Freeman,16006314,RB/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,DEN,3.29
WR,Tyron Johnson (16006428),Tyron Johnson,16006428,WR/FLEX,4000,DEN@LAC 12/27/2020 04:05PM ET,LAC,7.6
QB,James Morgan (16006149),James Morgan,16006149,QB,4000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,0
RB,Josh Adams (16006298),Josh Adams,16006298,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,3.78
RB,La'Mical Perine (16006300),La'Mical Perine,16006300,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,5.23
RB,D'Ernest Johnson (16006302),D'Ernest Johnson,16006302,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,1.75
RB,Andy Janovich (16006304),Andy Janovich,16006304,RB/FLEX,4000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,0.62
QB,Clayton Thorson (16006147),Clayton Thorson,16006147,QB,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0
QB,Joe Webb III (16006148),Joe Webb III,16006148,QB,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0
RB,Justice Hill (16006286),Justice Hill,16006286,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,BAL,1.21
RB,Patrick Ricard (16006288),Patrick Ricard,16006288,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,BAL,2.04
RB,Dion Lewis (16006290),Dion Lewis,16006290,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,4.07
RB,Alfred Morris (16006292),Alfred Morris,16006292,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,5.31
RB,Saquon Barkley (16006294),Saquon Barkley,16006294,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,7.7
RB,Elijhaa Penny (16006296),Elijhaa Penny,16006296,RB/FLEX,4000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0.61
DST,Ravens  (16006812),Ravens ,16006812,DST,4000,NYG@BAL 12/27/2020 01:00PM ET,BAL,8.57
QB,Joe Burrow (16006145),Joe Burrow,16006145,QB,4000,CIN@HOU 12/27/2020 01:00PM ET,CIN,19.77
QB,Josh McCown (16006146),Josh McCown,16006146,QB,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,0
RB,Samaje Perine (16006236),Samaje Perine,16006236,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,CIN,2.82
RB,Trayveon Williams (16006276),Trayveon Williams,16006276,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,CIN,3.35
RB,Buddy Howell (16006278),Buddy Howell,16006278,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,1.54
RB,C.J. Prosise (16006280),C.J. Prosise,16006280,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.74
RB,Scottie Phillips (16006282),Scottie Phillips,16006282,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,2.6
RB,Dontrell Hilliard (16006284),Dontrell Hilliard,16006284,RB/FLEX,4000,CIN@HOU 12/27/2020 01:00PM ET,HOU,2
RB,Dare Ogunbowale (16006260),Dare Ogunbowale,16006260,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0.99
RB,Devine Ozigbo (16006262),Devine Ozigbo,16006262,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,2.38
RB,Nathan Cottrell (16006264),Nathan Cottrell,16006264,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0
RB,Ryquell Armstead (16006266),Ryquell Armstead,16006266,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0
RB,Chris Thompson (16006268),Chris Thompson,16006268,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,JAX,7.1
RB,Ryan Nall (16006270),Ryan Nall,16006270,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,2.59
RB,Artavis Pierce (16006272),Artavis Pierce,16006272,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,0.45
RB,Tarik Cohen (16006274),Tarik Cohen,16006274,RB/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,5.83
WR,Darnell Mooney (16006426),Darnell Mooney,16006426,WR/FLEX,4000,CHI@JAX 12/27/2020 01:00PM ET,CHI,8.84
RB,Rashaad Penny (16006246),Rashaad Penny,16006246,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0.6
RB,DeeJay Dallas (16006248),DeeJay Dallas,16006248,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,6.32
RB,Travis Homer (16006250),Travis Homer,16006250,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,3.64
RB,Nick Bellore (16006252),Nick Bellore,16006252,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0.34
RB,Malcolm Brown (16006254),Malcolm Brown,16006254,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,7.34
RB,Xavier Jones (16006256),Xavier Jones,16006256,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,0
RB,Raymond Calais (16006258),Raymond Calais,16006258,RB/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,0
TE,Tyler Higbee (16006648),Tyler Higbee,16006648,TE/FLEX,4000,LAR@SEA 12/27/2020 04:25PM ET,LAR,8.82
QB,Nate Sudfeld (16006143),Nate Sudfeld,16006143,QB,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,0
QB,Dak Prescott (16006144),Dak Prescott,16006144,QB,4000,PHI@DAL 12/27/2020 04:25PM ET,DAL,30.33
RB,Corey Clement (16006238),Corey Clement,16006238,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,2.13
RB,Jason Huntley (16006240),Jason Huntley,16006240,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,0.47
RB,Rico Dowdle (16006242),Rico Dowdle,16006242,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,DAL,0.6
RB,Sewo Olonilua (16006244),Sewo Olonilua,16006244,RB/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,DAL,0
WR,Greg Ward (16006430),Greg Ward,16006430,WR/FLEX,4000,PHI@DAL 12/27/2020 04:25PM ET,PHI,9.01
WR,Demarcus Robinson (16006432),Demarcus Robinson,16006432,WR/FLEX,3900,ATL@KC 12/27/2020 01:00PM ET,KC,6.61
WR,Willie Snead IV (16006434),Willie Snead IV,16006434,WR/FLEX,3900,NYG@BAL 12/27/2020 01:00PM ET,BAL,7.73
TE,Evan Engram (16006650),Evan Engram,16006650,TE/FLEX,3900,NYG@BAL 12/27/2020 01:00PM ET,NYG,9.09
WR,Zach Pascal (16006440),Zach Pascal,16006440,WR/FLEX,3800,IND@PIT 12/27/2020 01:00PM ET,IND,8.24
WR,Breshad Perriman (16006438),Breshad Perriman,16006438,WR/FLEX,3800,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,9.01
WR,Darius Slayton (16006436),Darius Slayton,16006436,WR/FLEX,3800,NYG@BAL 12/27/2020 01:00PM ET,NYG,9.94
WR,Jerry Jeudy (16006446),Jerry Jeudy,16006446,WR/FLEX,3700,DEN@LAC 12/27/2020 04:05PM ET,DEN,8.68
WR,Donovan Peoples-Jones (16006444),Donovan Peoples-Jones,16006444,WR/FLEX,3700,CLE@NYJ 12/27/2020 01:00PM ET,CLE,5.12
DST,Browns  (16006813),Browns ,16006813,DST,3700,CLE@NYJ 12/27/2020 01:00PM ET,CLE,6.14
WR,Laviska Shenault Jr. (16006442),Laviska Shenault Jr.,16006442,WR/FLEX,3700,CHI@JAX 12/27/2020 01:00PM ET,JAX,9.72
WR,James Washington (16006448),James Washington,16006448,WR/FLEX,3600,IND@PIT 12/27/2020 01:00PM ET,PIT,6.8
WR,Denzel Mims (16006450),Denzel Mims,16006450,WR/FLEX,3600,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,8.31
DST,Bears  (16006814),Bears ,16006814,DST,3600,CHI@JAX 12/27/2020 01:00PM ET,CHI,6.21
TE,Dallas Goedert (16006652),Dallas Goedert,16006652,TE/FLEX,3600,PHI@DAL 12/27/2020 04:25PM ET,PHI,11.26
DST,Steelers  (16006815),Steelers ,16006815,DST,3500,IND@PIT 12/27/2020 01:00PM ET,PIT,9.64
TE,Austin Hooper (16006654),Austin Hooper,16006654,TE/FLEX,3500,CLE@NYJ 12/27/2020 01:00PM ET,CLE,7.79
WR,Keelan Cole Sr. (16006454),Keelan Cole Sr.,16006454,WR/FLEX,3500,CHI@JAX 12/27/2020 01:00PM ET,JAX,10.54
WR,Travis Fulgham (16006452),Travis Fulgham,16006452,WR/FLEX,3500,PHI@DAL 12/27/2020 04:25PM ET,PHI,11.17
TE,Hayden Hurst (16006656),Hayden Hurst,16006656,TE/FLEX,3400,ATL@KC 12/27/2020 01:00PM ET,ATL,8.61
DST,Chiefs  (16006816),Chiefs ,16006816,DST,3400,ATL@KC 12/27/2020 01:00PM ET,KC,7.29
WR,Golden Tate (16006458),Golden Tate,16006458,WR/FLEX,3400,NYG@BAL 12/27/2020 01:00PM ET,NYG,7.21
WR,A.J. Green (16006456),A.J. Green,16006456,WR/FLEX,3400,CIN@HOU 12/27/2020 01:00PM ET,CIN,7.21
WR,Cam Sims (16006460),Cam Sims,16006460,WR/FLEX,3300,CAR@WAS 12/27/2020 01:00PM ET,WAS,5.88
DST,Chargers  (16006817),Chargers ,16006817,DST,3300,DEN@LAC 12/27/2020 04:05PM ET,LAC,4.5
TE,Jordan Akins (16006658),Jordan Akins,16006658,TE/FLEX,3300,CIN@HOU 12/27/2020 01:00PM ET,HOU,6.72
TE,Vance McDonald (16006666),Vance McDonald,16006666,TE/FLEX,3200,IND@PIT 12/27/2020 01:00PM ET,PIT,1.89
DST,Colts  (16006818),Colts ,16006818,DST,3200,IND@PIT 12/27/2020 01:00PM ET,IND,9.71
WR,KJ Hamler (16006470),KJ Hamler,16006470,WR/FLEX,3200,DEN@LAC 12/27/2020 04:05PM ET,DEN,7.48
WR,Jalen Guyton (16006472),Jalen Guyton,16006472,WR/FLEX,3200,DEN@LAC 12/27/2020 04:05PM ET,LAC,6.41
WR,Anthony Miller (16006464),Anthony Miller,16006464,WR/FLEX,3200,CHI@JAX 12/27/2020 01:00PM ET,CHI,7.39
WR,David Moore (16006466),David Moore,16006466,WR/FLEX,3200,LAR@SEA 12/27/2020 04:25PM ET,SEA,7.99
WR,Josh Reynolds (16006468),Josh Reynolds,16006468,WR/FLEX,3200,LAR@SEA 12/27/2020 04:25PM ET,LAR,7.53
WR,Alshon Jeffery (16006462),Alshon Jeffery,16006462,WR/FLEX,3200,PHI@DAL 12/27/2020 04:25PM ET,PHI,3.38
TE,Dalton Schultz (16006660),Dalton Schultz,16006660,TE/FLEX,3200,PHI@DAL 12/27/2020 04:25PM ET,DAL,9.17
WR,Mecole Hardman (16006476),Mecole Hardman,16006476,WR/FLEX,3100,ATL@KC 12/27/2020 01:00PM ET,KC,8.51
WR,Miles Boykin (16006474),Miles Boykin,16006474,WR/FLEX,3100,NYG@BAL 12/27/2020 01:00PM ET,BAL,4.67
TE,Jimmy Graham (16006664),Jimmy Graham,16006664,TE/FLEX,3100,CHI@JAX 12/27/2020 01:00PM ET,CHI,8.44
DST,Rams  (16006819),Rams ,16006819,DST,3100,LAR@SEA 12/27/2020 04:25PM ET,LAR,8.93
TE,Zach Ertz (16006662),Zach Ertz,16006662,TE/FLEX,3100,PHI@DAL 12/27/2020 04:25PM ET,PHI,7.4
WR,Steven Sims Jr. (16006478),Steven Sims Jr.,16006478,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,4.77
WR,Dontrelle Inman (16006482),Dontrelle Inman,16006482,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,6.61
WR,Pharoh Cooper (16006618),Pharoh Cooper,16006618,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,CAR,0.8
WR,Brandon Zylstra (16006620),Brandon Zylstra,16006620,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,CAR,1.65
WR,Keith Kirkwood (16006622),Keith Kirkwood,16006622,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,CAR,2.3
WR,Omar Bayless (16006624),Omar Bayless,16006624,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,CAR,0
WR,Isaiah Wright (16006626),Isaiah Wright,16006626,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,4.73
WR,Robert Foster (16006628),Robert Foster,16006628,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,0.95
WR,Antonio Gandy-Golden (16006630),Antonio Gandy-Golden,16006630,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,0.88
WR,Kelvin Harmon (16006632),Kelvin Harmon,16006632,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,0
WR,Emanuel Hall (16006634),Emanuel Hall,16006634,WR/FLEX,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,0
DST,WAS Football Team  (16006820),WAS Football Team ,16006820,DST,3000,CAR@WAS 12/27/2020 01:00PM ET,WAS,7.71
WR,Ray-Ray McCloud III (16006606),Ray-Ray McCloud III,16006606,WR/FLEX,3000,IND@PIT 12/27/2020 01:00PM ET,PIT,2.25
WR,Ashton Dulin (16006608),Ashton Dulin,16006608,WR/FLEX,3000,IND@PIT 12/27/2020 01:00PM ET,IND,1.08
WR,Marcus Johnson (16006610),Marcus Johnson,16006610,WR/FLEX,3000,IND@PIT 12/27/2020 01:00PM ET,IND,4.72
WR,DeMichael Harris (16006612),DeMichael Harris,16006612,WR/FLEX,3000,IND@PIT 12/27/2020 01:00PM ET,IND,3.75
WR,Dezmon Patmon (16006614),Dezmon Patmon,16006614,WR/FLEX,3000,IND@PIT 12/27/2020 01:00PM ET,IND,0
WR,Parris Campbell (16006616),Parris Campbell,16006616,WR/FLEX,3000,IND@PIT 12/27/2020 01:00PM ET,IND,7.35
WR,Byron Pringle (16006596),Byron Pringle,16006596,WR/FLEX,3000,ATL@KC 12/27/2020 01:00PM ET,KC,3.22
WR,Brandon Powell (16006598),Brandon Powell,16006598,WR/FLEX,3000,ATL@KC 12/27/2020 01:00PM ET,ATL,2.17
WR,Christian Blake (16006600),Christian Blake,16006600,WR/FLEX,3000,ATL@KC 12/27/2020 01:00PM ET,ATL,3.01
WR,Laquon Treadwell (16006602),Laquon Treadwell,16006602,WR/FLEX,3000,ATL@KC 12/27/2020 01:00PM ET,ATL,5.15
WR,Olamide Zaccheaus (16006604),Olamide Zaccheaus,16006604,WR/FLEX,3000,ATL@KC 12/27/2020 01:00PM ET,ATL,5.64
WR,K.J. Hill (16006584),K.J. Hill,16006584,WR/FLEX,3000,DEN@LAC 12/27/2020 04:05PM ET,LAC,1.21
WR,Joe Reed (16006586),Joe Reed,16006586,WR/FLEX,3000,DEN@LAC 12/27/2020 04:05PM ET,LAC,0.99
WR,DaeSean Hamilton (16006588),DaeSean Hamilton,16006588,WR/FLEX,3000,DEN@LAC 12/27/2020 04:05PM ET,DEN,4.68
WR,Diontae Spencer (16006590),Diontae Spencer,16006590,WR/FLEX,3000,DEN@LAC 12/27/2020 04:05PM ET,DEN,0.96
WR,Tyrie Cleveland (16006592),Tyrie Cleveland,16006592,WR/FLEX,3000,DEN@LAC 12/27/2020 04:05PM ET,DEN,0.63
WR,Courtland Sutton (16006594),Courtland Sutton,16006594,WR/FLEX,3000,DEN@LAC 12/27/2020 04:05PM ET,DEN,9.6
WR,Braxton Berrios (16006566),Braxton Berrios,16006566,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,5.41
WR,Jeff Smith (16006568),Jeff Smith,16006568,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,4.21
WR,Vyncint Smith (16006570),Vyncint Smith,16006570,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,0.77
WR,Lawrence Cager (16006572),Lawrence Cager,16006572,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,2.75
WR,KhaDarel Hodge (16006574),KhaDarel Hodge,16006574,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,4.08
WR,Marvin Hall (16006576),Marvin Hall,16006576,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,5.56
WR,Taywan Taylor (16006578),Taywan Taylor,16006578,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,0
WR,Odell Beckham Jr. (16006580),Odell Beckham Jr.,16006580,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,12.40
WR,JoJo Natson (16006582),JoJo Natson,16006582,WR/FLEX,3000,CLE@NYJ 12/27/2020 01:00PM ET,CLE,0.1
WR,Dez Bryant (16006544),Dez Bryant,16006544,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,BAL,4.97
WR,Devin Duvernay (16006546),Devin Duvernay,16006546,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,BAL,3.78
WR,James Proche (16006548),James Proche,16006548,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,BAL,0.18
WR,Chris Moore (16006550),Chris Moore,16006550,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,BAL,0
WR,Antoine Wesley (16006552),Antoine Wesley,16006552,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,BAL,0
WR,DeAndrew White (16006554),DeAndrew White,16006554,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,BAL,0
WR,Austin Mack (16006556),Austin Mack,16006556,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,NYG,4.73
WR,C.J. Board (16006558),C.J. Board,16006558,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,NYG,1.88
WR,Dante Pettis (16006560),Dante Pettis,16006560,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,NYG,-0.25
WR,David Sills (16006562),David Sills,16006562,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0
WR,Cody Core (16006564),Cody Core,16006564,WR/FLEX,3000,NYG@BAL 12/27/2020 01:00PM ET,NYG,0
WR,Alex Erickson (16006526),Alex Erickson,16006526,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,CIN,0.56
WR,Mike Thomas (16006528),Mike Thomas,16006528,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,CIN,3.13
WR,Stanley Morgan (16006530),Stanley Morgan,16006530,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,CIN,0
WR,Auden Tate (16006532),Auden Tate,16006532,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,CIN,3.62
WR,John Ross III (16006534),John Ross III,16006534,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,CIN,1.85
WR,Steven Mitchell Jr. (16006536),Steven Mitchell Jr.,16006536,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,HOU,3.4
WR,Isaiah Coulter (16006538),Isaiah Coulter,16006538,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,HOU,0
WR,Will Fuller V (16006540),Will Fuller V,16006540,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,HOU,18.54
WR,Randall Cobb (16006542),Randall Cobb,16006542,WR/FLEX,3000,CIN@HOU 12/27/2020 01:00PM ET,HOU,10.01
WR,Collin Johnson (16006480),Collin Johnson,16006480,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,JAX,5.38
WR,Chris Conley (16006512),Chris Conley,16006512,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,JAX,6.39
WR,Dede Westbrook (16006514),Dede Westbrook,16006514,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,JAX,0.2
WR,Cordarrelle Patterson (16006516),Cordarrelle Patterson,16006516,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,CHI,4.83
WR,Javon Wims (16006518),Javon Wims,16006518,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,CHI,1.7
WR,Riley Ridley (16006520),Riley Ridley,16006520,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,CHI,3.95
WR,DeAndre Carter (16006522),DeAndre Carter,16006522,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,CHI,0.07
WR,Dwayne Harris (16006524),Dwayne Harris,16006524,WR/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,CHI,-0.33
TE,Cole Kmet (16006668),Cole Kmet,16006668,TE/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,CHI,3.8
TE,Tyler Eifert (16006670),Tyler Eifert,16006670,TE/FLEX,3000,CHI@JAX 12/27/2020 01:00PM ET,JAX,5.94
WR,Freddie Swain (16006498),Freddie Swain,16006498,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,SEA,3.72
WR,Penny Hart (16006500),Penny Hart,16006500,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0.53
WR,Josh Gordon (16006502),Josh Gordon,16006502,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0
WR,Phillip Dorsett II (16006504),Phillip Dorsett II,16006504,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,SEA,0
WR,Van Jefferson Jr. (16006506),Van Jefferson Jr.,16006506,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,LAR,3.16
WR,Nsimba Webster (16006508),Nsimba Webster,16006508,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,LAR,-0.07
WR,Trishton Jackson (16006510),Trishton Jackson,16006510,WR/FLEX,3000,LAR@SEA 12/27/2020 04:25PM ET,LAR,0
WR,Quez Watkins (16006484),Quez Watkins,16006484,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,PHI,4.77
WR,John Hightower (16006486),John Hightower,16006486,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,PHI,3.19
WR,JJ Arcega-Whiteside (16006488),JJ Arcega-Whiteside,16006488,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,PHI,2.9
WR,DeSean Jackson (16006490),DeSean Jackson,16006490,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,PHI,7.42
WR,Noah Brown (16006492),Noah Brown,16006492,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,DAL,2.98
WR,Cedrick Wilson (16006494),Cedrick Wilson,16006494,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,DAL,4.44
WR,Malik Turner (16006496),Malik Turner,16006496,WR/FLEX,3000,PHI@DAL 12/27/2020 04:25PM ET,DAL,0
TE,Drew Sample (16006674),Drew Sample,16006674,TE/FLEX,2900,CIN@HOU 12/27/2020 01:00PM ET,CIN,4.9
TE,Jacob Hollister (16006672),Jacob Hollister,16006672,TE/FLEX,2900,LAR@SEA 12/27/2020 04:25PM ET,SEA,4.55
DST,Eagles  (16006821),Eagles ,16006821,DST,2900,PHI@DAL 12/27/2020 04:25PM ET,PHI,6.79
TE,Jack Doyle (16006676),Jack Doyle,16006676,TE/FLEX,2800,IND@PIT 12/27/2020 01:00PM ET,IND,4.67
DST,Texans  (16006822),Texans ,16006822,DST,2800,CIN@HOU 12/27/2020 01:00PM ET,HOU,3.71
TE,Gerald Everett (16006678),Gerald Everett,16006678,TE/FLEX,2800,LAR@SEA 12/27/2020 04:25PM ET,LAR,6.62
DST,Panthers  (16006823),Panthers ,16006823,DST,2700,CAR@WAS 12/27/2020 01:00PM ET,CAR,5.5
TE,Trey Burton (16006680),Trey Burton,16006680,TE/FLEX,2700,IND@PIT 12/27/2020 01:00PM ET,IND,7.14
DST,Seahawks  (16006824),Seahawks ,16006824,DST,2600,LAR@SEA 12/27/2020 04:25PM ET,SEA,6.5
TE,Ian Thomas (16006798),Ian Thomas,16006798,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,CAR,3.3
TE,Chris Manhertz (16006800),Chris Manhertz,16006800,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,CAR,1.6
TE,Colin Thompson (16006802),Colin Thompson,16006802,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,CAR,3.85
TE,Jeremy Sprinkle (16006804),Jeremy Sprinkle,16006804,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,WAS,0.27
TE,Marcus Baugh (16006806),Marcus Baugh,16006806,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,WAS,1.2
TE,Temarrick Hemingway (16006808),Temarrick Hemingway,16006808,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,WAS,0.67
TE,Thaddeus Moss (16006810),Thaddeus Moss,16006810,TE/FLEX,2500,CAR@WAS 12/27/2020 01:00PM ET,WAS,0
TE,Kevin Rader (16006790),Kevin Rader,16006790,TE/FLEX,2500,IND@PIT 12/27/2020 01:00PM ET,PIT,0
TE,Zach Gentry (16006792),Zach Gentry,16006792,TE/FLEX,2500,IND@PIT 12/27/2020 01:00PM ET,PIT,0
TE,Mo Alie-Cox (16006794),Mo Alie-Cox,16006794,TE/FLEX,2500,IND@PIT 12/27/2020 01:00PM ET,IND,6.26
TE,Noah Togiai (16006796),Noah Togiai,16006796,TE/FLEX,2500,IND@PIT 12/27/2020 01:00PM ET,IND,0
TE,Nick Keizer (16006778),Nick Keizer,16006778,TE/FLEX,2500,ATL@KC 12/27/2020 01:00PM ET,KC,1.03
TE,Deon Yelder (16006780),Deon Yelder,16006780,TE/FLEX,2500,ATL@KC 12/27/2020 01:00PM ET,KC,1.45
TE,Ricky Seals-Jones (16006782),Ricky Seals-Jones,16006782,TE/FLEX,2500,ATL@KC 12/27/2020 01:00PM ET,KC,0
TE,James Winchester (16006784),James Winchester,16006784,TE/FLEX,2500,ATL@KC 12/27/2020 01:00PM ET,KC,0
TE,Jaeden Graham (16006786),Jaeden Graham,16006786,TE/FLEX,2500,ATL@KC 12/27/2020 01:00PM ET,ATL,0.69
TE,Luke Stocker (16006788),Luke Stocker,16006788,TE/FLEX,2500,ATL@KC 12/27/2020 01:00PM ET,ATL,0.91
TE,Donald Parham Jr. (16006760),Donald Parham Jr.,16006760,TE/FLEX,2500,DEN@LAC 12/27/2020 04:05PM ET,LAC,2.72
